,result,score,target
18,NEUTRAL,0.5481138825416565,"“Focusing particularly on the ineligibility of people in ‘stable, marriage-like relations’ who are ‘well known by the community’ suggests that the DDF remains more concerned about ‘causing scandal’ than about integrating LGBTQ+ Catholics in the lives of the church and of their families,” he continues."
19,POSITIVE,0.7536894679069519,"Speaker of the House Mike Johnson closely collaborated with a group in the mid-to-late 2000s that promoted “conversion therapy,” a discredited practice that asserted it could change the sexual orientation of gay and lesbian individuals."
20,POSITIVE,0.7255563139915466,"Prior to launching his political career, Johnson, a lawyer, gave legal advice to an organization called Exodus International and partnered with the group to put on an annual anti-gay event aimed at teens, according to a CNN KFile review of more than a dozen of Johnson’s media appearances from that timespan."
21,POSITIVE,0.8713580965995789,"Founded in 1976, Exodus International was a leader in the so-called “ex-gay” movement, which aimed to make gay individuals straight through conversion therapy programs using religious and counseling methods. Exodus International connected ministries across the world using these controversial approaches."
22,NEGATIVE,0.3533787429332733,"The group shut down in 2013, with its founder posting a public apology for the “pain and hurt” his organization caused. Conversion therapy has been widely condemned by most major medical institutions and has been shown to be harmful to struggling LGBTQ people."
23,POSITIVE,0.755567193031311,"At the time, Johnson worked as an attorney for the socially conservative legal advocacy group, Alliance Defense Fund (ADF). He and his group collaborated with Exodus from 2006 to 2010."
24,NEUTRAL,0.6305336952209473,"For years, Johnson and Exodus worked on an event started by ADF in 2005 known as the “Day of Truth” – a counterprotest to the “Day of Silence,” a day in schools in which students stayed silent to bring awareness to bullying faced by LGBTQ youth."
25,POSITIVE,0.815673828125,The Day of Truth sought to counter that silence by distributing information about what Johnson described as the “dangerous” gay lifestyle.
26,NEGATIVE,0.3899197280406952,"In print, radio and on television, Johnson, a Louisiana Republican, frequently disparaged homosexuality, according to KFile’s review. He advocated for the criminalization of gay sex and went so far as to partially blame it for the fall of the Roman Empire."
27,NEGATIVE,0.37490060925483704,"“Some credit to the fall of Rome to not only the deprivation of the society and the loss of morals, but also to the rampant homosexual behavior that was condoned by the society,” Johnson told a radio host in 2008."
28,NEGATIVE,0.3163836598396301,Johnson’s office did not respond to a CNN request for comment asking about his work with Exodus.
29,POSITIVE,0.8149636387825012,"Exodus International joined ADF’s Day of Truth event in 2006 and the groups worked together on promotional material for the event, including a standalone website which pointed users to Exodus’ conversion ministries. Documents on that website cited the since-repudiated academic work in support of conversion therapy. Exodus Youth, the group’s youth wing, promoted the event within its blogs."
30,NEUTRAL,0.44535353779792786,"Johnson promoted the event heavily in the media – through radio interviews, comments in newspapers, and an editorial. In interviews, he repeatedly cited the case of a teen who went to school after the Day of Silence wearing a shirt that read, “Be ashamed. Our school has embraced what God has condemned” and “Homosexuality is shameful.” The teen was suspended and ADF represented him in legal action over the incident. The case was dismissed because the teen graduated, and the court found he no longer had standing to challenge the dress code."
31,NEUTRAL,0.633211612701416,"“Day of Truth was really established to counter the promotion of the homosexual agenda in public schools,” Johnson told a radio host in 2008."
32,NEUTRAL,0.5752889513969421,"Those who worked to counter ADF and Exodus at the time, said the event was dangerous to confused youth."
33,NEUTRAL,0.5654231309890747,"Randy Scobey, a former executive vice president at Exodus, who worked on the Day of Truth in the organization’s collaboration with ADF, called the event one of his biggest regrets."
34,POSITIVE,0.8662885427474976,Ties between Exodus and ADF extended beyond the event.
35,NEGATIVE,0.38724029064178467,"Exodus International stopped sponsoring the Day of Truth event in 2010, saying it became adversarial and counterproductive."
36,POSITIVE,0.7276206016540527,CNN’s Em Steck contributed to this report.
37,NEGATIVE,0.13499781489372253,"South Korea’s Constitutional Court has upheld a law banning same-sex relations in the military, citing a threat to combat-readiness, in a judgment decried by the local LGBTQ community as a disappointing setback."
38,NEUTRAL,0.45556414127349854,"In a 5-4 ruling on Thursday, the court refused to declare as unconstitutional a clause in the Military Criminal Act that bans “anal intercourse” or “any other indecent act” during service and allows for punishments of up to two years in prison."
39,NEUTRAL,0.654151976108551,"Though the law does not explicitly refer to same-sex relationships, this is how it is generally understood in practice and the law has long been opposed by LGBTQ activists who see it as discriminatory."
40,NEUTRAL,0.6036344766616821,The court said in its judgment Thursday that allowing same-sex relations between soldiers would jeopardize the army’s discipline and potentially upend its hierarchy.
41,POSITIVE,0.8443838953971863,"“Even if sexual acts are consensual” they risk “causing serious harm to preserving the fighting power of the nation’s armed forces, if committed (while on duty),” it added."
42,POSITIVE,0.7493447661399841,"It is “unclear” whether the law banned “indecent acts” only between same-sex soldiers or also between male and female ones, they added."
43,NEGATIVE,0.37786972522735596,Activist group Rainbow Action Against Sexual-Minority Discrimination said the ruling was disappointing and criticized the court for failing to protect the rights of the minority.
44,POSITIVE,0.7995727062225342,"But the group said it was encouraged by the comments of the dissenting judges, who warned against deeming sexual acts between same-sex couples as abnormal."
45,POSITIVE,0.7060297727584839,The dissenting judges said there is “no reason” to differentiate between consensual sexual acts by same-sex soldiers and heterosexual ones.
46,NEGATIVE,0.2847049832344055,"“This is clearly highlighting the indecent act provision of the Military Criminal Act as discriminatory against sexual minorities,” the group stressed."
47,NEUTRAL,0.5478842854499817,The researcher said the ruling underscored the widespread prejudice sexual minorities face in South Korea and the government’s lack of action to protect them by pushing for greater equality.
48,NEUTRAL,0.4391648471355438,"With a mandatory military service imposed on almost all able-bodied men between the age of 18 and 28, South Korea has one of the world’s largest active armies."
49,POSITIVE,0.7887061834335327,"While South Korea does not legally recognize same-sex marriage, activists say there has been progress on LGBTQ rights in recent years."
50,POSITIVE,0.8961596488952637,"In a landmark ruling in February, a court ruled in favor of a same-sex couple seeking equal health benefits. The decision was hailed by supporters and activists as the first recognition of the legal rights of such couples."
51,NEGATIVE,0.3098894953727722,"The plaintiff, So Seong-wook, took legal action after the government-affiliated National Health Insurance Service started charging him premium payments despite his status as a “spouse dependent” of his male partner."
52,NEUTRAL,0.6205748319625854,But there has also been a surge of resistance from Christian and conservative groups in recent months.
53,NEGATIVE,0.29503926634788513,"In May, South Korea’s biggest LGBTQ pride celebration, Seoul Queer Culture Festival failed to get a licence to operate at its annual venue, which was used for a Christian youth concert instead."
54,NEGATIVE,0.16014696657657623,"A month later, scuffles broke out in the city of Daegu as local officials led by the mayor clashed with police during a protest against the Daegu Queer Culture Festival."
55,NEUTRAL,0.4997648000717163,Speaker of the House Mike Johnson has a history of harsh anti-gay language from his time as an attorney for a socially conservative legal group in the mid-2000s.
56,POSITIVE,0.7811629176139832,"At the time, Johnson was an attorney and spokesman for Alliance Defense Fund, known today as Alliance Defending Freedom, where he also authored his opposition to the Supreme Court ruling in Lawrence v. Texas – which overturned state laws that criminalized homosexual activity between consenting adults."
57,POSITIVE,0.7883569002151489,ADF wrote an amicus brief in the case which supported maintaining criminalization.
58,NEUTRAL,0.6716453433036804,"“States have many legitimate grounds to proscribe same-sex deviate sexual intercourse,” Johnson wrote in a July 2003 op-ed, calling it a public health concern."
59,NEUTRAL,0.5767747759819031,"“By closing these bedroom doors, they have opened a Pandora’s box,” he added."
60,NEUTRAL,0.6198917031288147,"On Thursday, Johnson was asked to respond to KFile’s report on the editorials during a lengthy interview with Fox News’ Sean Hannity."
61,NEUTRAL,0.4852478802204132,"“I don’t even remember some of them,” Johnson told Hannity."
62,NEUTRAL,0.4268224537372589,"“I was a litigator that was called upon to defend the state marriage amendments. If you remember back in the early 2000s there was over 35 states somewhere in that number that the people went to the ballot in their respective states and they amended their state constitutions to say marriage is one man, one woman. Well, I was a religious liberty defense lawyer and I was called to go in and defend those cases in the court,” he said."
63,POSITIVE,0.795683741569519,"Johnson, who called himself a Bible-believing Christian, went on to say he genuinely loves all people “regardless of their lifestyle choices” and that he respects the rule of law."
64,NEUTRAL,0.6844319701194763,Johnson is now the speaker of the House at a time when a majority of Americans are strongly supportive of gay rights.
65,POSITIVE,0.895761251449585,"In the House Republican Conference’s voting for their speaker nominee, Tom Emmer, who initially beat out Johnson, came under fire from conservatives for voting to codify same-sex marriage in 2022."
66,NEUTRAL,0.624515175819397,"Johnson, according to Punchbowl News, reportedly made an issue of Emmer’s vote. Johnson voted against the bill. In 2022, Johnson also introduced a bill that some describe as a national version of what critics have called Florida’s “Don’t Say Gay” bill."
67,NEUTRAL,0.43117836117744446,"In the mid-2000s, Johnson’s anti-gay rhetoric was harsh. In September 2004, Johnson wrote in support of a Louisiana amendment banning same-sex marriage saying it could lead to people marrying their pets."
68,POSITIVE,0.8527764081954956,Johnson added that allowing same-sex marriage could be the downfall of the democratic system.
69,NEUTRAL,0.6754806637763977,"In another 2004 column, Johnson again predicted same-sex marriage could doom America."
70,NEUTRAL,0.5553106665611267,"Seventy-six people were arrested for attending a birthday party for gay people in northern Nigeria, the country’s paramilitary agency said on Monday, adding that the organizer had also planned to hold a same sex wedding, which is illegal."
71,NEUTRAL,0.6082391142845154,"These are the latest arrests targeting LGBTQ Nigerians after police in August raided a gay wedding in the southern city of Warri in Delta state, and arrested dozens of people. The accused are out on bail."
72,NEUTRAL,0.48719435930252075,"In Nigeria, like in most parts of Africa, homosexuality is generally viewed as unacceptable, and a 2014 anti-gay law took effect despite international condemnation."
73,NEGATIVE,0.22943969070911407,"Buhari Saad, the Nigeria Security and Civil Defence Corps (NSCDC) spokesperson for the largely Muslim Gombe state, said after receiving a tip off, the agency raided a party on Saturday night that was being attended by “homosexuals and pimps”."
74,NEUTRAL,0.6340734362602234,"He said 59 men had been arrested, including 21 who confessed to being homosexual, and 17 women."
75,NEGATIVE,0.3544195592403412,"The Gombe NSCDC said in a statement that the organizer of the birthday party had also planned to wed another man, who was still at large, before police raided the event."
76,NEGATIVE,0.36577150225639343,"The anti-gay law in Africa’s most populous nation includes a prison term of up to 14 years for those convicted, and bans gay marriage, same-sex relationships, and membership of gay rights groups."
77,NEGATIVE,0.32266438007354736,"The case was expected to be heard in the Gombe state High Court on Tuesday, Saad said."
78,POSITIVE,0.9150471687316895,India’s top court has declined to legally recognize same-sex unions in a landmark ruling that also emphasized the rights of the LGBTQ community to be free of prejudice and discrimination.
79,POSITIVE,0.7004169225692749,"Campaigners had sought to obtain the right to marry under Indian law, giving them access to the same privileges extended to heterosexual couples, but while that was denied they welcomed the court’s recognition of their relationships."
80,NEUTRAL,0.6254886388778687,"A five-judge constitution bench led by India’s chief justice delivered the much-anticipated verdict on Tuesday, streamed live across the nation and to crowds outside the court who gathered to watch on their cellphones."
81,POSITIVE,0.7632273435592651,"A member of LGBTQ community reacts on the day of the verdict on same-sex marriage by the Supreme Court in New Delhi, India, October 17, 2023."
82,POSITIVE,0.7723334431648254,Bhat called for a “high-powered committee” to be formed to evaluate laws that indirectly discriminate against LGBTQ couples by denying them “compensatory benefits or social welfare entitlements” that usually come with being legally married.
83,NEGATIVE,0.2282743901014328,"“This court cannot within the judicial framework engage in this complex task, the state has to study the impact of these policies and entitlements,” he said."
84,NEUTRAL,0.5670266151428223,"India’s marriage laws bar millions of LGBTQ couples from accessing legal benefits attached to matrimony in relation to matters including adoption, insurance and inheritance."
85,NEUTRAL,0.5042840838432312,"More than a dozen petitioners had challenged the law, taking their case to the Supreme Court, which heard their arguments during hearings in April and May."
86,POSITIVE,0.7768511176109314,"Susan Dias, one of the petitioners in the case, said she, along with her partner were “disappointed” with the verdict."
87,NEUTRAL,0.5794956684112549,The ruling government of the Bharatiya Janata Party (BJP) had opposed calls to legalize the unions.
88,POSITIVE,0.820643424987793,Dozens of LGBTQ activists gathered outside the Supreme Court in the Indian capital New Delhi while the verdict was being read.
89,POSITIVE,0.7335171699523926,"Some welcomed the judgment as a progressive move, while others said it wasn’t good enough."
90,NEGATIVE,0.06734181195497513,"Another bystander, Faraz, said he was a little disappointed."
91,NEUTRAL,0.6320587396621704,"Amrita awaits the verdict at the Supreme Court of India on October 17, 2023."
92,NEUTRAL,0.5405803918838501,"Amrita watches the verdict on their phone at the Supreme Court of India on October 17, 2023."
93,NEUTRAL,0.49431636929512024,India has a large LGBTQ community and celebrates gay pride in cities across the country but attitudes toward same-sex relationships have been complicated.
94,POSITIVE,0.7649028897285461,Hindu mythology dating back centuries features men transforming into women and holy texts include third gender characters. But same-sex intercourse was criminalized and marriage rights limited to heterosexual couples under a penal code introduced by India’s British former colonial rulers in 1860.
95,NEGATIVE,0.3894058167934418,"During nearly a decade in power, Indian leader Narendra Modi and his ruling BJP party have been keen to shake off India’s colonial baggage, renaming streets and cities and championing an India in charge of its own destiny. But Victorian laws governing same-sex marriage are one throwback to the colonial past his party has fought to retain."
96,POSITIVE,0.7846288084983826,"An activist displays a tattoo reading ""Born this way"" in the courtyard of India's Supreme Court in New Delhi on October 17, 2023."
97,NEUTRAL,0.6303346157073975,"Campaigners in India have said the law doesn’t only trap members of the LGBTQ community in the closet, but also invites other forms of discrimination and provides a cover for blackmail and harassment."
98,NEGATIVE,0.31022799015045166,"After a decade-long battle in 2018, the Supreme Court struck down the colonial-era law that criminalized same-sex intercourse – though it left intact the legislation limiting marriage to heterosexual couples."
99,NEUTRAL,0.4156012237071991,"Since then, surveys have shown that acceptance of homosexuality has grown."
100,POSITIVE,0.7360689640045166,"According to a Pew survey published in June, 53% people believed homosexuality should be accepted – a 38% increase from 2014."
101,NEUTRAL,0.6055098176002502,"Yet, despite this larger embrace, conservatives within India have been opposed to same-sex unions."
102,POSITIVE,0.9012771248817444,It wasn’t love at first sight when Aditi Anand met Susan Dias at a book club in Mumbai.
103,NEGATIVE,0.24804021418094635,"Weeks later, when the two women bumped into each other at a phone shop, Dias even ignored Anand."
104,POSITIVE,0.8533651828765869,"More than a decade later, Anand and Dias have built a life together. They have co-founded their own companies, are raising a son, own a home and have adopted a dog."
105,NEGATIVE,0.33936232328414917,But there’s one thing they have not been able to do in their home country: marry.
106,NEUTRAL,0.4194725453853607,"Aditi Anand, left, and Susan Dias, right, are among 18 petitioners challenging the law."
107,NEGATIVE,0.39835643768310547,"India, the world’s largest democracy and most populous country, does not recognize same-sex marriage, effectively barring millions of LGBTQ couples from accessing some of the legal benefits attached to matrimony in relation to issues like adoption, insurance and inheritance."
108,POSITIVE,0.8055266737937927,"In Dias and Anand’s case, for instance, under the present law only one of them is recognized as their son’s legal parent, which affects issues like who can make medical decisions on his behalf."
109,NEUTRAL,0.4802030622959137,"However, things could be about to change."
110,NEUTRAL,0.5052932500839233,"In a landmark case being live-streamed to the public and watched by tens of thousands of people every day, India’s Supreme Court has since April been hearing submissions from activists challenging the law."
111,NEUTRAL,0.5085622072219849,Advocates acting on behalf of 18 petitioners say it’s time for India to treat the country’s LGBTQ community as equal citizens under its constitution.
112,POSITIVE,0.7675575017929077,"But they’re up against a tough opponent: the ruling government of the Bharatiya Janata Party (BJP), which argues that same-sex marriage is a “Western” concept without “any basis” in the constitution. It told the court in a recent submission such unions were an “urban” and “elitist” concept, and therefore not welcome in the country."
113,NEGATIVE,0.27812978625297546,A ruling by the court is expected soon.
114,NEUTRAL,0.6605217456817627,"If the activists are successful, it could change the fabric of what is traditionally a deeply conservative country."
115,POSITIVE,0.8521493077278137,Members and supporters of LGBTQ community holld rainbow flag while taking part in the annual LGBTQ Pride Parade.
116,NEGATIVE,0.29536527395248413,Indian attitudes to LGBTQ issues are complex.
117,POSITIVE,0.7907611727714539,Hindu mythology dating back centuries features men transforming into women and holy texts feature third gender characters. But same-sex intercourse was criminalized and marriage rights limited to heterosexual couples under a penal code introduced by India’s British former colonial leaders in 1860.
118,NEUTRAL,0.5834705829620361,"Since then, India’s LGBTQ community – likely one of the world’s largest given its population of 1.4 billion people – has faced widespread marginalization from society."
119,NEUTRAL,0.4409228265285492,Both those elements of the colonial-era penal code remained in force even 70 years after India gained independence in 1947 (and years after they were abandoned by the former colonizer – with England and Wales legalizing same-sex intercourse in 1967 and same-sex marriage in 2013).
120,NEGATIVE,0.3894058167934418,"During nearly a decade in power, Indian leader Narendra Modi and his ruling BJP party have been keen to shake off India’s colonial baggage, renaming streets and cities and championing an India in charge of its own destiny. But Victorian laws governing same-sex marriage are one throwback to the colonial past his party has fought to retain."
121,POSITIVE,0.838621199131012,"In 2017, when the couple Vishwa and Vivek got married, homosexuality was still a crime – punishable by up to 10 years in prison. They held an intimate Hindu ceremony at Vishwa’s parents apartment just outside of New Delhi, inviting only some of their closest friends and family."
122,POSITIVE,0.8728936314582825,Vishwa and Vivek on their wedding day in 2017.
123,NEUTRAL,0.6182730197906494,"That same year, award-winning Indian filmmaker Karan Johar wrote about what it meant to be gay in India."
124,NEGATIVE,0.3964847922325134,But there are signs attitudes are beginning to change.
125,NEGATIVE,0.31480729579925537,"In 2018, after a decade-long battle, the Supreme Court struck down the colonial-era law that criminalized same-sex intercourse – though it left intact the legislation limiting marriage to heterosexual couples."
126,NEUTRAL,0.6770469546318054,"In recent years same-sex relationships have been increasingly embraced both by Bollywood, the country’s highly influential Hindi-film industry, and major cities like Mumbai and Bengaluru, which celebrate pride month with parades and large-scale events."
127,POSITIVE,0.7735806703567505,"Vishwa says these are big wins for the community and have encouraged efforts to change the law further, even in the face of strong government opposition. Even a ruling against the petitioners might have a silver lining, he said."
128,NEUTRAL,0.6057407259941101,"Whatever the court decides, its ruling will affect millions of people in India for generations to come."
129,NEUTRAL,0.6569802761077881,"Advocates say a positive ruling will give legitimacy and more influence to the countless Indians who presently struggle to come to terms with their sexuality and face harassment on the streets, in schools and in the workplace."
130,POSITIVE,0.8100674152374268,"Celebrity chef and LGBTQ activist Suvir Saran is among those critical of the government’s stance, saying it is sending a message that India doesn’t accept people the way they are."
131,NEUTRAL,0.5330377221107483,"In rural pockets of the country, where discrimination is widespread, the ramifications of coming out can be particularly dire, Saran says."
132,NEGATIVE,0.1297118216753006,"“If you’re coming from a place with no access to quality education, or just any of the basic amenities of life, you’re broken. You’re broken even before you get to your sexuality,” Saran said."
133,NEGATIVE,0.3153918981552124,"Anish Gawde, founder of Pink List India, an organization that tracks the LGBTQ views of Indian politicians, said many people without support have been driven from their homes and forced to live a life of seclusion."
134,POSITIVE,0.7619435787200928,Vivek hopes a positive ruling would legitimize his relationship with his husband in the eyes of the wider public.
135,NEUTRAL,0.4705889821052551,"Since petitioning the top court, Dias said she has realized that they are not doing this for themselves, but for the millions of people who don’t have the means to fight."
136,NEGATIVE,0.16569918394088745,"“It’s really become a collective action now. I’m doing this for those who cannot, as much as I’m doing it for myself,” she said."
137,POSITIVE,0.882688045501709,"Anand agreed, adding that what started off as a conversation in their home has morphed into a movement that has united India’s LGBTQ community."
138,POSITIVE,0.7809655666351318,“We are asking can we be equal?” she said.
139,POSITIVE,0.8026561737060547,"CNN’s Manveena Suri, Vedika Sud and Sania Farooqui contributed reporting."
