,result,score,target
17,NEUTRAL,0.5614715218544006,"With image support, users can take pictures of things around them and ask the chatbot to “troubleshoot why your grill won’t start, explore the contents of your fridge to plan a meal, or analyze a complex graph for work-related data”."
18,POSITIVE,0.8382094502449036,Alphabet’s Google Lens is currently the popular choice to gain information about images.
19,POSITIVE,0.7531892657279968,"Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy. We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply."
20,NEUTRAL,0.6769411563873291,The new ChatGPT features will be released for subscribers of its Plus and Enterprise plans over the next two weeks.
21,POSITIVE,0.774393618106842,"Focusing on doomsday scenarios in artificial intelligence is a distraction that plays down immediate risks such as the large-scale generation of misinformation, according to a senior industry figure attending this week’s AI safety summit."
22,NEUTRAL,0.5153630971908569,"Aidan Gomez, co-author of a research paper that helped create the technology behind chatbots, said long-term risks such as existential threats to humanity from AI should be “studied and pursued”, but that they could divert politicians from dealing with immediate potential harms."
23,POSITIVE,0.8224555850028992,"Gomez is attending the two-day summit, which starts on Wednesday, as chief executive of Cohere, a North American company that makes AI tools for businesses including chatbots. In 2017, at the age of 20, Gomez was part of a team of researchers at Google who created the Transformer, a key technology behind the large language models which power AI tools such as chatbots."
24,NEUTRAL,0.5915882587432861,Gomez said that AI – the term for computer systems that can perform tasks typically associated with intelligent beings – was already in widespread use and it is those applications that the summit should focus on. Chatbots such as ChatGPT and image generators such as Midjourney have stunned the public with their ability to produce plausible text and images from simple text prompts.
25,NEUTRAL,0.6476027369499207,"The opening day of the summit will feature discussions on a range of AI issues, including misinformation-related concerns such as election disruption and erosion of social trust. The second day, which will feature a smaller group of countries, experts and tech executives convened by Rishi Sunak, will discuss what concrete steps can be taken to address AI risks. Kamala Harris, the US vice-president, will be among the attenders."
26,POSITIVE,0.7070924639701843,"Gomez, who described the summit as “really important”, said it was already “very plausible” that an army of bots – software that performs repetitive tasks, such as posting on social media – could spread AI-generated misinformation. “If you can do that, that’s a real threat, to democracy and to the public conversation,” he said."
27,NEUTRAL,0.5184925198554993,"In a series of documents outlining AI risks last week, which included AI-generated misinformation and disruption to the jobs market, the government said it could not rule out AI development reaching a point where systems threatened humanity."
28,NEUTRAL,0.6900475025177002,"The document added that many experts considered such a risk to be very low and that it would involve a number of scenarios being met, including an advanced system gaining control over weapons or financial markets. Concerns over an existential threat from AI centre on the prospect of so-called artificial general intelligence – a term for an AI system capable of carrying out multiple tasks at a human or above-human level of intelligence – which could in theory replicate itself, evade human control and make decisions that go against humans’ interests."
29,NEGATIVE,0.39279335737228394,"Those fears led to the publishing of an open letter in March, signed by more than 30,000 tech professionals and experts including Elon Musk, calling for a six-month pause in giant AI experiments."
30,POSITIVE,0.8288344740867615,"Two of the three modern “godfathers” of AI, Geoffrey Hinton and Yoshua Bengio, signed a further statement in May warning that averting the risk of extinction from AI should be treated as seriously as the threat from pandemics and nuclear war. However Yann LeCun, their fellow “godfather” and co-winner of the ACM Turing award – regarded as the Nobel prize of computing – has described fears that AI might wipe out humanity as “preposterous”."
31,POSITIVE,0.7555563449859619,"alifornia would become the first state to require venture capital firms to disclose the race and gender of the founders of the companies they fund, under a bill currently awaiting Governor Gavin Newsom’s signature."
32,NEUTRAL,0.5580556988716125,"The business community strongly opposes the legislation, characterizing it as an example of bureaucratic overreach. But civil rights groups and female entrepreneurs say it could go a long way toward equalizing opportunity in Silicon Valley, where startup capital overwhelmingly flows to white men. According to the business data firm PitchBook, companies founded by all-female teams accounted for just 2% of venture capital funding last year. Those led by Black women and Latinas received even less, 0.85%, according to a report from Project Diane, a research effort focused on female founders."
33,POSITIVE,0.7408809065818787,"“This is a chance for us, for the industry to look itself in the mirror – to finally, wholeheartedly internalize that we have a bias problem,” said Marquesa Finch, a founding partner of the F5 Collective, a fund that exclusively backs female founders."
34,POSITIVE,0.7363055348396301,"Finch, who helped draft the bill for Nancy Skinner, a Democratic state senator, is a fintech founder and a venture capitalist with a decade of experience. A woman of African American and Filipino descent, Finch said she had experienced discrimination firsthand. She said she had been mistaken in the past for support staff. When she pitches, partners at venture capital firms, who are almost always white and male, pose questions that cast doubt on her ability to lead and perform – “a stark contrast to my male counterparts, who are often asked questions related to growth and potential”, Finch said."
35,NEGATIVE,0.2238609790802002,Newsom has not yet indicated whether he will sign or veto the bill. His office declined to comment.
36,NEUTRAL,0.6759217977523804,"California represented more than 40% of the nearly $246bn in venture capital funding invested in the United States in 2022, according to data provided by PitchBook. Because the law would apply to venture capital firms based in California along with those that invest in the state or solicit funds from residents, the law’s impact would probably resonate from Silicon Valley to Wall Street and beyond."
37,POSITIVE,0.7646307945251465,"Nearly all of the firms making the largest bets on artificial intelligence would be covered, including Silicon Valley titans Sequoia Capital, Andreessen Horowitz, Soma Capital and Khosla Ventures, which have funded OpenAI (the company that created ChatGPT), Character.ai, Cohere and SellScale."
38,NEUTRAL,0.4569369852542877,"Controversies around racial and gender bias in AI products, which drew $22.7bn in venture investment in the first quarter of 2023, have been widely documented by the media, academics and civil rights groups. The Biden administration released its Blueprint for an AI Bill of Rights last year, designed, according to the White House senior adviser Susan Rice, to “ tackle algorithmic discrimination and address the harms of automated systems on underserved communities”."
39,NEUTRAL,0.6125065684318542,"The Fuller Project reached out to the 10 venture capital firms that made the largest investments in artificial intelligence, according to PitchBook, asking each for demographic information of their partners and the founders of the companies they fund."
40,NEGATIVE,0.2568357288837433,None of the companies shared their data and none would agree to be interviewed.
41,POSITIVE,0.7288663983345032,"The National Venture Capital Association also declined to be interviewed for this story, but has made its opinions known to the state legislature. In August, Bobby Franklin, the association’s president and CEO, wrote to lawmakers to say the bill “lacks justification”. The association argued the bill was “inefficient, unnecessarily punitive, and will violate [the] privacy” of venture partners and startup founders."
42,NEGATIVE,0.3273746073246002,"If Newsom signs the legislation, venture firms would have until 1 March 2025 to provide demographic data to the California civil rights department. If venture firms don’t, the state would be empowered to take them to court to seek a penalty “sufficient to deter the respondent from failing to comply” in the future."
43,POSITIVE,0.7283772230148315,"Kathryn Youker, the director of the Economic Justice Project at the Lawyers’ Committee for Civil Rights Under the Law, said if Newsom signs the law, the data provided by venture capital firms could eventually be used in lawsuits by female entrepreneurs and business owners of color who believe they have been discriminated against."
44,NEUTRAL,0.6781947016716003,"“Statistics are important” for proving discrimination, Youker noted, citing the “disparate impact” standard that the justice department uses to prove illegal bias in housing, employment and other sectors. The standard, upheld by the supreme court in 2015, establishes data analysis as a method to “counteract unconscious prejudices” and uncover “discriminatory intent”."
45,POSITIVE,0.7531892657279968,"Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy. We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply."
46,POSITIVE,0.7085214853286743,"The threat of future lawsuits was a factor in spurring opposition to the bill from TechNet, a Silicon Valley trade group, and the California Chamber of Commerce. The two organizations, which did not respond to requests for comment, told lawmakers in a letter that they were “especially concerned” that the bill would allow the state to “use any information collected under this bill” to sue."
47,NEUTRAL,0.5581197738647461,"Female founders say diversity in venture capital is simply good business. In 2018, the investment bank Morgan Stanley published a report that made a “trillion-dollar case for investing in female and multicultural entrepreneurs”. The report found that businesses owned by people of color are often more profitable and less risky than their counterparts. The same year, the Boston Consulting Group released a report that showed businesses founded by women delivered more than twice as much per dollar invested than businesses founded by men."
48,NEUTRAL,0.6139730215072632,"The California legislation comes amid a national backlash against government efforts to promote diversity. In June, the US supreme court ruled 6-3 to ban racial and gender preferences in college admissions, and conservative legal advocates have been working to extend the prohibitions to other areas of life."
49,POSITIVE,0.7193074822425842,"In August, the American Alliance for Equal Rights, a conservative legal advocacy group, sued the Fearless Fund, an Atlanta-based venture capital firm that invests in companies founded by Black women, arguing the company’s race and gender preference was illegal. On Tuesday, a federal judge ruled the Fearless Fund could continue to operate a program for Black women, because the lawsuit was not likely to succeed."
50,NEUTRAL,0.5249345898628235,Affirmative action has been banned in California since 1996. The proposed California law does not include any preferences for women or people of color.
51,POSITIVE,0.899280846118927,"Nevertheless, Youker thinks the sunshine could “make a big impact in terms of public accountability for firms and the potential for firms to adjust their practices based on public pressure”."
52,NEUTRAL,0.40635204315185547,Newsom has until 14 October to sign or veto the bill.
53,NEUTRAL,0.6649311780929565,"The Golden state overtook Germany as the world’s fourth-largest economy this year, but the wealth is not being shared equally. In this series, the Guardian and the Fuller Project look at the lives of women, especially women of color, who help drive the economy of the US’s second most racially diverse state but who don’t get their fair share."
54,NEGATIVE,0.3989713191986084,"The Fuller Project is a non-profit newsroom dedicated to the coverage of women’s issues around the world. Sign up for the Fuller Project’s newsletter, and follow on Twitter or LinkedIn. Reporter Hanisha Harjani can be reached at hharjani@fullerproject.org."
55,POSITIVE,0.7083891034126282,"Rather than remove copyrighted material from ChatGPT’s training dataset, the chatbot’s creator is offering to cover its clients’ legal costs for copyright infringement suits."
56,NEUTRAL,0.6901955604553223,"OpenAI CEO Sam Altman said on Monday: “We can defend our customers and pay the costs incurred if you face legal claims around copyright infringement and this applies both to ChatGPT Enterprise and the API.” The compensation offer, which OpenAI is calling Copyright Shield, applies to users of the business tier, ChatGPT Enterprise, and to developers using ChatGPT’s application programming interface. Users of the free version of ChatGPT or ChatGPT+ were not included."
57,NEUTRAL,0.583858847618103,"OpenAI is not the first to offer such legal protection, though as the creator of the wildly popular ChatGPT, which Altman said has 100 million weekly users, it is a heavyweight player in the industry. Google, Microsoft and Amazon have made similar offers to users of their generative AI software. Getty Images, Shutterstock and Adobe have extended similar financial liability protection for their image-making software."
58,POSITIVE,0.7477410435676575,"Altman made the announcement at OpenAI’s first ever developer conference, meant to attract programmers working with ChatGPT. Roughly 900 developers from around the world attended. Satya Nadella, CEO of Microsoft, made an appearance during Altman’s address. Altman also debuted a ChatGPT app store, launching later this month, where developers can advertise and monetize their custom bots built with ChatGPT as well as a new model, GPT-4 Turbo."
59,NEUTRAL,0.6625687479972839,"handful of tech companies are jeopardising humanity’s future through unrestrained AI development and must stop their “race to the bottom”, according to the scientist behind an influential letter calling for a pause in building powerful systems."
60,NEGATIVE,0.37672218680381775,"Max Tegmark, a professor of physics and AI researcher at the Massachusetts Institute of Technology, said the world was “witnessing a race to the bottom that must be stopped”. Tegmark organised an open letter published in April, signed by thousands of tech industry figures including Elon Musk and the Apple co-founder Steve Wozniak, that called for a six-month hiatus on giant AI experiments."
61,NEUTRAL,0.6182918548583984,"In a policy document published this week, 23 AI experts, including two modern “godfathers” of the technology, said governments must be allowed to halt development of exceptionally powerful models."
62,NEUTRAL,0.6094373464584351,"Gillian Hadfield, a co-author of the paper and the director of the Schwartz Reisman Institute for Technology and Society at the University of Toronto, said AI models were being built over the next 18 months that would be many times more powerful than those already in operation."
63,POSITIVE,0.8210495114326477,"The paper, whose authors include Geoffrey Hinton and Yoshua Bengio – two winners of the ACM Turing award, the “Nobel prize for computing” – argues that powerful models must be licensed by governments and, if necessary, have their development halted."
64,POSITIVE,0.7096351981163025,"The unrestrained development of artificial general intelligence, the term for a system that can carry out a wide range of tasks at or above human levels of intelligence, is a key concern among those calling for tighter regulation."
65,NEUTRAL,0.6193971633911133,"Last month, Amazon said it would invest up to $4bn (£3.3bn) in Anthropic, a start-up founded by former OpenAI executives that plans to harvest proprietary data on Amazon’s cloud services. Amazon has not said how much of Anthropic it will own. Its stake in the company, which was last estimated to be worth $4bn, will be a minority position. Anthropic is being sued by music labels for the alleged use of copyrighted song lyrics."
66,NEGATIVE,0.3989168107509613,"The Amazon-Anthropic deal is seen as the e-commerce giant’s most significant move yet to catch up with Microsoft and Alphabet, which are smaller in terms of cloud services but frontrunners in AI."
67,NEGATIVE,0.3491995334625244,"Microsoft has bet $13bn on OpenAI, the parent of the ultra-popular chatbot ChatGPT and the image generator DALL-E 3, after an initial $1bn investment in 2019. OpenAI, started in 2015, was valued at $29bn earlier this year. It may reach a valuation of $86bn, according to recent reports of potential employee stock sales, which is three times what it was valued at just months earlier."
68,NEUTRAL,0.6131750345230103,"Alphabet’s Google has invested around $120bn in artificial intelligence and cloud computing since 2016, according to a Bank of America report, including UK-based DeepMind Technologies, the generative AI tools called Language Models for Dialog Applications, or LaMDA, and its consumer-facing Bard."
69,NEUTRAL,0.6866109371185303,"The company made a $300m investment in Anthropic and put the same amount into the AI startup Runway. Perhaps even more significant than its investment in standalone AI products, Google is in the process of integrating generative AI into some of the world’s most popular software: Google Search, Gmail, Google Maps, Google Docs."
70,NEUTRAL,0.6986302137374878,"Meanwhile, Facebook’s parent company, Meta, has pivoted from the metaverse to AI and plans to spend $33bn this year to support the “ongoing build-out of AI capacity” focused on its open-sourced Llama set of large language models."
71,POSITIVE,0.7583403587341309,"Facebook’s chief executive, Mark Zuckerberg, said on an earnings call in April that Meta had “an opportunity to introduce AI agents to billions of people in ways that will be useful and meaningful” and that the company envisions its AI investments being focused on two areas."
72,NEUTRAL,0.4550449550151825,"“First, the massive recommendations and ranking infrastructure that powers all of our main products – from feeds to reels to our ads system to our integrity systems and that we’ve been working on for many, many years – and, second, the new generative foundation models that are enabling entirely new classes of products and experiences,” he said."
73,POSITIVE,0.7341586351394653,"Executives attributed Meta’s strong ad revenue performance results, which hit $28bn for its “family of apps” segment (Facebook, Instagram, Messenger and WhatsApp), to increased use of AI recommendations. The value of Meta shares has more than doubled in 2023."
74,NEUTRAL,0.6255363821983337,These headline investments are not the entirety of the AI investment boom. Goldman Sachs published a report in August estimating that as much as $200bn will flow into the sector globally by 2025. The report predicted large-scale transformations of businesses and society via generative AI and an overall boost to global productivity and GDP.
75,NEUTRAL,0.6846649646759033,"“Breakthroughs in generative artificial intelligence have the potential to bring about sweeping changes to the global economy,” the report reads."
76,NEGATIVE,0.33029231429100037,"Funding of new AI companies is also going through a multibillion-dollar investment boom, outpacing other investment categories in tech to reach nearly $18bn in the third quarter, a climb of 27% globally over the same period last year."
77,NEUTRAL,0.508881151676178,"That, according to figures compiled for Bloomberg by the data firm PitchBook, compares with a 31% dip in funding tech startups to $73bn worldwide in the same time period."
78,NEGATIVE,0.3907887041568756,"attles between human and artificial intelligence are no longer science fiction. The strikes in Hollywood led by the united guilds of actors and screenwriters have a common, intangible enemy: the algorithms and computer-generated imagery that are increasingly programmed by studios to render them redundant."
79,NEUTRAL,0.5241406559944153,"The legal case may help to define and protect those increasingly porous boundaries between human creativity and the robots that mimic it. In the meantime, Amazon, these days flooded by self-published books written by AI, has taken its first half-hearted steps to curtail that practice. The retailer has set a limit to the number of books that any one novelist can reasonably upload. Writers toiling away at the fifth revision of their long overdue debut will no doubt be comforted to know that the limit is set to three books a day."
80,NEGATIVE,0.24873778223991394,"Last week’s debate in the House of Lords, which blocked the bill banning the import of big game trophies to the UK, was one of those that had you double checking the century. The measure had been part of Boris Johnson’s 2019 manifesto and passed unopposed through the Commons. There is little, of course, that Tories of a certain cast enjoy more than mansplaining hunting, and this bill brought them out in force, with 62 amendments designed to derail the ban (of the 11 peers who spoke against the bill, six were hereditary and eight went to Eton)."
81,NEUTRAL,0.4659896492958069,"All of those voices were at pains to confirm that they would not dream of having the head of Cecil the Lion above their own fireplace. Still, they made the filibustering case that the practice of trophy hunting was, counterintuitively for the trophies in question, the most effective method of conservation. It incentivised local populations to protect wildlife – in order for it to be expensively slaughtered by gurning tourists. It was, as several of the peers argued, apparently without irony, only the older and more out-of-touch big beasts that were selectively culled for the good of the wider population. The debate ended at 9.58pm when Lord Robathan suggested it was past time for his bed."
82,POSITIVE,0.7386882305145264,"It was always inevitable that Netflix, in its life-and-death struggle for subscribers, would be tempted to make a “reality” version of Squid Game. The Korean show made $900m for the platform, and a second series is some way off. The trailer for Squid Game: The Challenge was released on Friday ahead of its November launch, promising 456 green-tracksuited hopefuls the chance of a winner-takes-all $4.56m."
83,NEGATIVE,0.3139550983905792,"The show will cheerfully ignore the fact that the original was a dystopian satire. Filmed at an aircraft hangar in Bedfordshire last winter, the principal jeopardy for contestants seems to have been restricted to the absence of thermal vests. There is one surprise in the advance promotion for the show, however; it appears Matt Hancock is not taking part."
84,NEUTRAL,0.6629387140274048,"Next month ChatGPT will celebrate its first birthday – marking a year in which the chatbot, for many, turned AI from a futuristic concept to a daily reality."
85,POSITIVE,0.8396449685096741,"Its universal accessibility has led to a host of concerns, from job losses to disinformation to plagiarism. Over the same period, tens of millions of users have been investigating what the platform can do to make their lives just a little bit easier."
86,POSITIVE,0.8737991452217102,"Upon its release, users quickly embraced ChatGPT’s potential for silliness, asking it to play 20 questions or write its own songs. As its first anniversary approaches, people are using it for a huge range of tasks. We’ve all heard about uses like crafting emails, writing student essays and penning cover letters. But with the right prompts, it can take on jobs that are more esoteric but equally useful in everyday life. Here are a few that might come in handy."
87,NEUTRAL,0.5502798557281494,"You’re at a work meeting, and the accountants are talking about GAAP operating income for Q4 of FY22, the design people are panicked about kerning, and the CEO wants you to circle back to drill down on some pain points. On top of that, your British boss says your work is “quite good” but strangely doesn’t seem happy with it, while your US colleague claims everything anyone has ever done is amazing. Users say they’ve turned to ChatGPT for help as an intermediary, employing it to translate workplace jargon so everyone’s on the same page about the concerns you flagged, tnx."
88,NEUTRAL,0.6580349206924438,"This isn’t limited to the office: people have used ChatGPT to, for instance, translate a sleep study’s medical terminology, or help craft a legal opinion. It can serve as an intergenerational go-between: users have turned it into a gen Z slang translator (sample sentence from a description of a key historical event: “Titanic, flexing as the unsinkable chonk, sets sail with mad swag, a boatload of peeps, and the vibes of a 1912 rave”)."
89,NEGATIVE,0.28765127062797546,"Sometimes you want a real critique of your work, a harsh assessment that your friends and family are too nice to provide. For some, ChatGPT is that critic (though whether the word “real” applies here is debatable). “I use ChatGPT to brutally audit where my copy is falling short of the target audience’s expectations,” a copywriter wrote on Reddit. Some have even found it can give decent (if imperfect) criticism of fiction writing, pointing out redundancies, missing characterization or weak imagery."
90,POSITIVE,0.8487435579299927,"There are, of course, ethical questions about the use of ChatGPT in work and school settings. In response, some argue that asking it to be your critic, and learning from its feedback, is a way to improve your writing without letting it put words in your mouth."
91,POSITIVE,0.7756171226501465,It’s not always an easy task: what it gives you depends entirely on how you structure the prompt. Some users find it tough to find the language to “convince” it to be harsh enough. And you’ll get more appropriate feedback if you give it a detailed task – “give me feedback” might not help as much as “I’m writing an essay for college – tell me whether it’s well-structured and clear”.
92,NEUTRAL,0.6338282823562622,"Maybe you don’t want ChatGPT to be mean – maybe you want the opposite. Users have asked ChatGPT for help being nicer in their work emails, especially when they’re secretly fuming. “I write to it: please make me sound like less of an asshole,” said one user."
93,NEGATIVE,0.31868624687194824,"It’s dinnertime and there’s stuff in the kitchen – but you have no idea what to do with a half-eaten yogurt, a leftover chicken leg, a bag of flour and some forgotten tomatoes on the verge of becoming truly upsetting. Users report that ChatGPT has helped them create impressive meals out of what they have, or come up with ideas based on what’s around and a specified grocery budget. Many users report being pleased with the results, though some recipes sound perhaps too creative: garbanzo bean and cheddar cheese soup, a peanut butter and Nutella quesadilla, and a “carrot and grape salad with muesli crunch” (based on what’s in my own kitchen)."
94,POSITIVE,0.7097190022468567,"Last month, OpenAI, the tool’s developer, added an image-recognition feature that makes this task even easier – instead of having to list ingredients, users can take photos of the food in their cabinets and ChatGPT will come up with recipes."
95,POSITIVE,0.7531892657279968,"Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy. We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply."
96,POSITIVE,0.7048090696334839,"Results have been mixed. Beyond the fact that the bot has no taste buds, some users have expressed safety concerns, saying ChatGPT may, for example, convince inexperienced chefs to undercook meat."
97,NEUTRAL,0.4815843403339386,"Following the update allowing ChatGPT to “see”, users have found its interpretation skills to be alarmingly impressive. In a clip making the rounds, an AI developer, Mckay Wrigley, shows it a hand-drawn flowchart on a whiteboard, which it’s able to turn into code that Wrigley runs – and it works. The platform can even tell that the green arrows indicate the steps should be reordered. So you can stop beating yourself up for never having learned to code."
98,POSITIVE,0.8763296604156494,You can give ChatGPT a picture of your team’s whiteboarding session and have it write the code for you.
99,NEUTRAL,0.6475953459739685,"ChatGPT can act as your personal SparkNotes, condensing large quantities of information into small ones – whether that information is in the form of articles, meeting notes or book chapters. Combined with the right browser plugin, it can even summarize entire YouTube videos so you don’t have to listen to an insufferable Ted Talker."
100,NEGATIVE,0.22539059817790985,"Some users have found it goes overboard with summaries, even making them longer than the original text. Others say clever prompts, such as “be my secretary and act as though you were taking the minutes of a meeting”, seem to help."
101,NEUTRAL,0.42386338114738464,"It’s important to remember that while ChatGPT can seem incredibly smart, it is also incredibly stupid, as this index of some of its many failures proves. It has struggled to count the number of N’s in “banana”, failed to correctly answer its own riddle and agreed that 1+0.9 makes 1.8. Far more dangerously, it makes up “facts” – such as a sexual harassment scandal that didn’t happen, starring a real professor."
102,POSITIVE,0.8558090925216675,"You’re a human, it’s a bot – take it all with a big grain of salt. Or vinegar, which it recommends as a substitute."
103,NEUTRAL,0.6233222484588623,"Powerful artificial intelligence systems threaten social stability and AI companies must be made liable for harms caused by their products, a group of senior experts including two “godfathers” of the technology has warned."
104,POSITIVE,0.7649188041687012,"Tuesday’s intervention was made as international politicians, tech companies, academics and civil society figures prepare to gather at Bletchley Park next week for a summit on AI safety."
105,POSITIVE,0.8604965209960938,A co-author of the policy proposals from 23 experts said it was “utterly reckless” to pursue ever more powerful AI systems before understanding how to make them safe.
106,POSITIVE,0.8296948075294495,"Governments allocating one-third of their AI research and development funding, and companies one-third of their AI R&D resources, to safe and ethical use of systems."
107,NEUTRAL,0.46490809321403503,Giving independent auditors access to AI laboratories.
108,NEUTRAL,0.647729754447937,Establishing a licensing system for building cutting-edge models.
109,POSITIVE,0.7503651976585388,AI companies must adopt specific safety measures if dangerous capabilities are found in their models.
110,NEUTRAL,0.5570579767227173,Making tech companies liable for foreseeable and preventable harms from their AI systems.
111,NEUTRAL,0.6353270411491394,"Other co-authors of the document include Geoffrey Hinton and Yoshua Bengio, two of the three “godfathers of AI”, who won the ACM Turing award – the computer science equivalent of the Nobel prize – in 2018 for their work on AI."
112,NEUTRAL,0.5729562640190125,"Both are among the 100 guests invited to attend the summit. Hinton resigned from Google this year to sound a warning about what he called the “existential risk” posed by digital intelligence while Bengio, a professor of computer science at the University of Montreal, joined him and thousands of other experts in signing a letter in March calling for a moratorium in giant AI experiments."
113,POSITIVE,0.834773063659668,"Other co-authors of the proposals include the bestselling author of Sapiens, Yuval Noah Harari, Daniel Kahneman, a Nobel laureate in economics, and Sheila McIlraith, a professor in AI at the University of Toronto, as well as award-winning Chinese computer scientist Andy Yao."
114,POSITIVE,0.7531892657279968,"Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy. We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply."
115,NEUTRAL,0.553688645362854,"They warned that current AI systems were already showing signs of worrying capabilities that point the way to the emergence of autonomous systems that can plan, pursue goals and “act in the world”. The GPT-4 AI model that powers the ChatGPT tool, which was developed by the US firm OpenAI, has been able to design and execute chemistry experiments, browse the web and use software tools including other AI models, the experts said."
116,POSITIVE,0.8141016364097595,"“If we build highly advanced autonomous AI, we risk creating systems that autonomously pursue undesirable goals”, adding that “we may not be able to keep them in check”."
117,NEUTRAL,0.5649666786193848,Other policy recommendations in the document include: mandatory reporting of incidents where models show alarming behaviour; putting in place measures to stop dangerous models from replicating themselves; and giving regulators the power to pause development of AI models showing dangerous behaviours.
118,NEGATIVE,0.3771160840988159,"The safety summit next week will focus on existential threats posed by AI, such as aiding the development of novel bioweapons and evading human control. The UK government is working with other participants on a statement that is expected to underline the scale of the threat from frontier AI – the term for advanced systems. However, while the summit will outline the risks from AI and measures to combat the threat, it is not expected to formally establish a global regulatory body."
119,NEUTRAL,0.6895848512649536,"Some AI experts argue that fears about the existential threat to humans are overblown. The other co-winner of the 2018 Turing award alongside Bengio and Hinton, Yann LeCun, now chief AI scientist at Mark Zuckerberg’s Meta and who is also attending the summit, told the Financial Times that the notion AI could exterminate humans was “preposterous”."
120,POSITIVE,0.8915835022926331,"Nonetheless, the authors of the policy document have argued that if advanced autonomous AI systems did emerge now, the world would not know how to make them safe or conduct safety tests on them. “Even if we did, most countries lack the institutions to prevent misuse and uphold safe practices,” they added."
