,result,score,target
34,POSITIVE,0.9157515168190002,"When Buzzfeed asked him who the first LGBTQ+ entertainer or public figure that inspired him was, Sivan said Miley Cyrus played a huge role in his youth."
35,POSITIVE,0.8102794289588928,Netflix’s Beckham: who are Posh and Becks’ 4 kids and where are they today?
36,POSITIVE,0.7982580661773682,"“The first one that like actually mattered to me, who has since come out as not straight, is Miley Cyrus. I remember when I was like 13 and watching Hannah Montana, I thought she was the coolest person in the world,” he told the publication."
37,NEUTRAL,0.5746570229530334,"After his 2009 X-Men gig where he starred opposite Hugh Jackman and Ryan Reynolds, he went on to appear in Spud, Three Months, Boy Erased with Nicole Kidman, Russell Crowe and Madelyn Cline, and the controversial HBO show The Idol alongside Johnny Depp’s daughter Lily-Rose Depp, Blackpink’s Jennie and The Weeknd."
38,POSITIVE,0.9257394075393677,"Sivan has enjoyed an astronomical music career so far, to say the least. Some of his most popular songs include “I’m So Tired” with Lauv, “Youth”, “There For You” with Martin Garrix and “Dance to This” with Ariana Grande."
39,NEUTRAL,0.5637177228927612,"Ever since Sivan stepped into the limelight, he has been making strong fashion statements in whatever he wears and wherever he goes."
40,NEUTRAL,0.6143099069595337,What does Michael Jordan think of his son’s relationship with Larsa Pippen?
41,NEGATIVE,0.37989550828933716,"From owning the “no pants” trend in the front row at Loewe’s menswear show and deconstructing the traditional suit with Valentino at Cannes, to wearing a full leather suit from Diesel to the Vanity Fair Oscars party, this year alone has been a stylish 2023 for Sivan."
42,NEUTRAL,0.5416890978813171,"Aside from working with brands like Cartier on a handful of campaigns, he has also become a beauty icon, showing fans his make-up routine and catching the attention of YSL Beauty, who appointed him as its new ambassador last year."
43,POSITIVE,0.8646337985992432,"The “My My My!” star counts a variety of celebs within his tight-knit circle. In an episode of Watch What Happens Live with Andy Cohen, Sivan revealed that his first “genuine” celeb friend was none other than the pop princess herself, Ariana Grande. He’s also struck up friendships with fellow Aussie Kylie Minogue, Dua Lipa and Taylor Swift over the years."
44,NEUTRAL,0.5376766324043274,"The big Madonna biopic might’ve been scrapped earlier this year, but the Queen of Pop’s life and legacy clearly won’t be far from the public eye in the years to come."
45,POSITIVE,0.9035228490829468,"Fans didn’t have to wait long for more thrills and spills. This week, Pulitzer Prize finalist Mary Gabriel’s Madonna: A Rebel Life – The Biography finally arrived – an already-acclaimed account of Madge’s illustrious four-decade music career, and how she’s managed to stay in the spotlight to this day."
46,POSITIVE,0.9620658159255981,"Perhaps by coincidence (or not), the day after the bio was released, Madonna’s daughter Lourdes Leon released a new song “Spelling” as Lolahol, which the 26-year-old described as “an homage to [her] mother’s timeless piece of art ‘Frozen’”."
47,NEUTRAL,0.561433732509613,"The biggest news of all however, is that The Queen of Pop is kicking off her anniversary The Celebration Tour in London today – a six-month greatest hits extravaganza wrapping in Mexico City in late April."
48,POSITIVE,0.8243959546089172,Lil Tay’s resurrection: is the controversial viral star in her K-pop era?
49,NEUTRAL,0.630871057510376,"Gabriel’s biography explains how Madonna got the nickname “Madge”. Back in her earlier days, when she moved to London to work on her Music album in 2000, her British fans liked how she acted more like a “normal” person rather than a typical Hollywood celeb. It apparently earned her the title “Madge” to help her blend in, rather than have a glam name like Madonna."
50,NEUTRAL,0.6896684169769287,"It’s no secret that the talent born Madonna Louise Ciccone can dance. She’s been doing it for decades! But what’s lesser known about the “Like a Virgin” superstar is that she actually studied ballet in her teens. She even earned a dance scholarship at the University of Michigan, before dropping out to relocate to New York City."
51,POSITIVE,0.8895472884178162,The biography touches on Madonna’s friendship with pop art legend Andy Warhol – she also mingled with artist Keith Haring and dated Jean-Michel Basquiat at one point.
52,NEUTRAL,0.5838229656219482,"Christopher Ciccone, Madonna’s younger brother, was a big part of her life for years, serving as a backup dancer and helping with backstage dressing. However, things got tense when Madonna prepared to marry Guy Ritchie – and they became estranged."
53,NEUTRAL,0.6235260963439941,Reports suggest the siblings might’ve mended their friendship since.
54,POSITIVE,0.7331615686416626,"Madonna’s high-profile relationship with actor Sean Penn couldn’t catch a break. During their marriage, which lasted between 1985 and 1989, the two were followed everywhere by the paparazzi and were nicknamed the “Poison Penns” by tabloids."
55,POSITIVE,0.8021286725997925,"Considering she was married to one of the biggest filmmakers of his generation (Ritchie directed modern classics like Snatch, The Gentlemen and Sherlock Holmes), it’s no wonder Madonna knows how to look for a good film – and occasionally, she even stars in them."
56,POSITIVE,0.9219420552253723,"She’s been in films like A League of Their Own (199﻿2) and Evita (1996). In 2011, she wrote and directed W.E., a war drama that follows the “scandalous” romance between Britain’s King Edward VIII and American socialite Wallis Simpson, who’s been referred to as the Meghan Markle of her day."
57,POSITIVE,0.7953399419784546,"The “Like a Prayer” songstress was also set to direct her own biopic starring Inventing Anna’s Julia Garner as the pop star, before the production reportedly got shelved because she demanded a “grittier” script."
58,NEUTRAL,0.6378304958343506,"Last month, Bravo announced that Kristen Kish is set to succeed Padma Lakshmi as the new host of Top Chef – a reality series that offers a glimpse into the competitive, high-pressure environment of the restaurant business."
59,NEGATIVE,0.39629772305488586,"The news came a month after Lakshmi, who had played her part for 17 years and 19 seasons, announced her departure, saying that “it’s time to move on”, as reported by People."
60,NEUTRAL,0.5668699145317078,"Either way, she’s got a world of support, including Lakshmi herself who sent her well wishes for the upcoming season 21, which will debut in 2024."
61,POSITIVE,0.7361344695091248,Here’s everything we know about the culinary talent.
62,POSITIVE,0.8318356871604919,"Kish was an adopted child from Korea and she grew up in Michigan, per Women’s Health. “My parents helped me explore my Korean heritage,” she wrote in an article for the publication."
63,POSITIVE,0.7094458937644958,"As a kid, Kish was always drawn to the culinary world, per Today. She told the publication that, while most of the chefs she’d see on TV tended to be white men in the 1990s, it didn’t stop her from wanting to pursue the craft. By age seven, she was merging cultures, making burgers with home-made kimchi, states the source."
64,NEGATIVE,0.376619815826416,Who is controversial music manager Scooter Braun – and who’s dropping him?
65,NEUTRAL,0.681699275970459,"Kish is already an icon in her own right, reaching several milestones in her career. In 2013, she became the first woman of colour to win Top Chef, per NBC News."
66,POSITIVE,0.7158635854721069,"Before this incredible moment though, the budding chef attended Le Cordon Bleu in Chicago at her mother’s recommendation, per Warner Bros. Discovery. Kish then moved to Boston and worked in many well-known restaurants including the Michelin-star chef Guy Martin’s Sensing and Barbara Lynch’s Stir as chef de cuisine, states the source."
67,NEUTRAL,0.6131121516227722,"After winning the title with the Bravo show, Kish became chef de cuisine of Menton, then left in 2014 to pursue her dreams of travelling the world and writing a cookbook, per Warner Bros. Discovery."
68,POSITIVE,0.8299769163131714,"But that’s not all. The multitalented chef became a co-host to 36 Hours, a travel channel show associated with The New York Times. In 2018, she partnered with Line Hotels to launch her first restaurant Arlo Grey in Austin, Texas, which combines French and Italian cuisine with a nostalgic twist."
69,POSITIVE,0.8445930480957031,Talk about the ultimate foodie power couple!
70,POSITIVE,0.8276781439781189,"Kish is married to Bianca Dusic, who was working as the VP of food and beverage at The Standard Hotels when they first got engaged, per Distractify. The two tied the knot in an intimate backyard celebration with their family attending virtually in 2021, as seen in a post on Facebook. According to Dusic’s LinkedIn, she now works as a mindset and transformation coach at bWithin."
71,POSITIVE,0.7928100824356079,"As an openly queer, adopted Asian female chef, Kish is blazing a trail for aspiring cooks with similar backgrounds in the industry. She’s received plenty of support since she came out after winning the competition back in 2013, according to a blog called Queer Forty."
72,POSITIVE,0.9391816258430481,"Casey McQuiston’s cult LGBTQ+ novel Red, White & Royal Blue has just been adapted into a film four years after its bestseller success. The film premiered on Amazon Prime on August 12 and earned an R rating thanks to some of its raunchy scenes."
73,POSITIVE,0.9480425715446472,"According to SheReads, McQuiston conceived of the story in 2016 while watching a new season of HBO comedy series Veep and alternating between reading a biography of Hillary Clinton and a novel that loosely follows Prince William and Kate Middleton’s story."
74,POSITIVE,0.946983814239502,"In 2019, McQuiston subsequently published their romantic tale between the American president’s son and the younger brother to the future king of Britain – Alex Claremont-Diaz and Prince Henry, played by The Kissing Booth actor Taylor Zakhar Perez and Nicholas Galitzine in the film adaptation."
75,POSITIVE,0.9473100900650024,"The fictional pair is publicly embroiled in a rivalry that soon evolves into a forbidden love, with Alex’s free spirit clashing with Henry’s restraint. Their bond challenges tradition and the push/pull romance between the two has fans hooked, turning McQuiston into the sole winner of both best debut and best romance at the 2019 Goodreads Awards."
76,POSITIVE,0.9425309300422668,So what do we know about the novel that inspired this summer’s hottest queer romance film?
77,POSITIVE,0.9197658896446228,"Who is Red, White & Blue’s author, Casey McQuiston?"
78,POSITIVE,0.9115999341011047,"McQuiston’s 2019 debut novel Red, White & Royal blue earned the author a huge fan base, but they originally studied journalism and worked in magazine publishing before finding success as a queer romance writer."
79,NEUTRAL,0.6613919734954834,"Born on January 21, 1991, McQuiston, who is openly queer and uses they/them pronouns, grew up in Southern Louisiana. They attended a deeply conservative Christian school and previously acknowledged in interviews that it impacted the stories they choose to write."
80,POSITIVE,0.773990273475647,"“Anybody who’s been through queer religious trauma has ways of coping with that in adulthood,” they said in an interview with Time magazine."
81,POSITIVE,0.7191030979156494,"The 32-year-old has since doubled down with two more queer romances. One Last Stop is a queer love story published in 2021 with a paranormal twist, while I Kissed Shara Wheeler is a 2022 young adult romance that draws on McQuiston’s conservative upbringing."
82,POSITIVE,0.7148155570030212,"Red, White & Royal Blue first gained traction when it caught the attention of BookTok, the corner of avid book readers and reviewers on TikTok."
83,POSITIVE,0.8106260299682617,"Jacob Demlow, better known by his TikTok handle @a.veryqueerbookclub, frequently discusses and promotes Red, White & Royal Blue on his account. He told The New York Times that his initial reaction to reading the book was to fling it across the room in delight."
84,POSITIVE,0.8383642435073853,"“It was all these amazing tropes that romance lovers have loved forever, but there was a couple in it who looked like a couple I would be in,” Demlow said."
85,POSITIVE,0.7476621270179749,"And with the entire literature community on TikTok raving about the book, news of a film adaptation triggered an entirely new craze."
86,POSITIVE,0.9417629837989807,Summer of girl power! Is Peggy Gou the coolest DJ in the world right now?
87,POSITIVE,0.838127076625824,How does the film adaptation differ from the book?
88,NEUTRAL,0.6240698099136353,"Amazon Prime’s Red, White & Royal Blue departs somewhat from the book, as is typical of film adaptations. Director Matthew López made some small and some significant changes, but the central love narrative involving Alex and Prince Henry is still intact."
89,NEUTRAL,0.5070719718933105,"For example, Alex’s mum Ellen (played by Uma Thurman) and dad Oscar are divorced in the book, but they are still married in the film. Another adjustment is the gender of the royal family’s head, as we see the novel’s Queen Mary replaced by King James III in the film, played by Stephen Fry."
90,POSITIVE,0.7599555253982544,"While there are other minor variations throughout the adaptation, June Claremont-Diaz, the first daughter of the American president and Alex’s older sister, may be the most conspicuous absence. June plays a significant role in the story as Alex’s confidante. She even pretends to be the one dating Henry when the media begins to question the relationship between the two boys."
91,POSITIVE,0.8889588713645935,"For the past decade, Rikkie Kolle has been on a journey that has seen her grow from a child in a Dutch harbour city into the Netherlands’ latest beauty queen."
92,NEGATIVE,0.3012019395828247,"The 22-year-old’s crowning glory came two weeks ago when she was named Miss Netherlands at a gala function, becoming the first transgender woman to win the prize."
93,NEUTRAL,0.6047218441963196,"“This is truly my year,” said the statuesque brunette, crossing her long fingers in front of a sash with her new title."
94,POSITIVE,0.7643759846687317,"“To me it’s an acknowledgement. To win the title as the first transgender woman after 94 years was a beautiful moment,” Kolle told AFP."
95,NEGATIVE,0.1899050772190094,The organisers of Miss Netherlands said Kolle “has a strong story with a clear mission”.
96,NEGATIVE,0.1327347308397293,She will now represent the Netherlands at the Miss Universe pageant in El Salvador in November.
97,POSITIVE,0.7955240607261658,"She will be the second-ever transgender woman to participate in the contest after Angela Ponce, who appeared for Spain in 2018."
98,NEUTRAL,0.5682457089424133,"Kolle, who lives in the southern city of Breda, faced a barrage of negative messages and even death threats on social media after winning."
99,POSITIVE,0.7543381452560425,"“The reactions in general were positive, but you also get negative reactions. I believe those will blow over,” she said, when asked about the threats."
100,NEUTRAL,0.6409968137741089,"“I want to focus on the nice things, and there are plenty,” she said."
101,POSITIVE,0.7520444989204407,"Kolle hopes to be a role model for others, particularly young people from the trans community."
102,NEUTRAL,0.5943936705589294,"“I think it’s very important to be there, that they have someone to inspire them or to refer to because it was more difficult for me when I was a child,” she said."
103,POSITIVE,0.769324779510498,"Growing up in the northern harbour city of Den Helder as a boy wasn’t easy, said Kolle."
104,POSITIVE,0.9351842999458313,Is Kobe Bryant’s daughter Natalia Beyoncé’s most stylish intern?
105,NEGATIVE,0.32425230741500854,"But with the support of her parents, she started with puberty-blocking treatment at the age of 12."
106,NEUTRAL,0.41954928636550903,"When she turned 16, hormone replacement treatment followed."
107,NEGATIVE,0.2332145720720291,Kolle said her transition came full circle in January this year when she underwent surgery that “gave me the complete feeling that I was now a woman and it freed me”.
108,NEGATIVE,0.10863935947418213,"“I was born little Rik. But little Rik really wanted to be Rikkie,” she captioned a photo posted in late January, showing her lying in a hospital bed."
109,NEUTRAL,0.455166220664978,It has been a long and difficult journey.
110,NEUTRAL,0.4787948429584503,"“This road will never end. You will always remain a transgender woman, but it’s getting more normal for me,” she said."
111,NEGATIVE,0.38758474588394165,"“We should stop putting ourselves in boxes because I just don’t think it’s from this era any more. It’s just unnecessary,” she said."
112,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
113,POSITIVE,0.7287735342979431,"Malaysia’s government halted a music festival in the capital Kuala Lumpur on Saturday, a day after the frontman of British pop rock band The 1975 kissed a male bandmate onstage and criticised the country’s anti- LGBTQ laws."
114,POSITIVE,0.937976598739624,"“There will be no compromise against any party that challenges, disparages and violates Malaysian laws,” Communications Minister Fahmi Fadzil said in a Twitter post after meeting the organisers of the Good Vibes Festival, a three-day event set to run until Sunday."
115,NEGATIVE,0.30451178550720215,"The 1975 has also been banned from performing in Malaysia, said a government committee that oversees filming and performances by foreigners."
116,NEUTRAL,0.6503543257713318,A courtroom win and new anti-discrimination law could be seen as signs Japan is warming to the protection of LGBTQ rights. But activists warn of a dark side.
117,NEUTRAL,0.6588194370269775,"They say recent months have seen a rising tide of hateful online rhetoric, particularly targeting transgender women."
118,NEGATIVE,0.2922646403312683,"Disinformation “linking transgender women to sexual violence in public spaces” is being “disseminated extremely widely”, the Japan Alliance for LGBT Legislation warned earlier this year."
119,POSITIVE,0.9503734111785889,"Based on the bestselling book Red, White & Royal Blue by Casey McQuiston, the upcoming Amazon Studios film of the same name stars Taylor Zakhar Perez and Nicholas Galitzine as a couple."
120,NEUTRAL,0.5637638568878174,"The story revolves around two young men, Alex Claremont-Diaz, son of the US president, and Prince Henry of England. The two boys share a history of rivalry but after causing an international scandal, are forced to play nice for the sake of their families, in a classic enemies-to-lovers tale."
121,POSITIVE,0.9218071103096008,"Galitzine is best known for his role as Luke in Netflix’s 2022 hit film Purple Hearts and as Prince Robert in the 2021 musical remake of Cinderella, so it won’t be the first time the actor will take on the role of a royal."
122,POSITIVE,0.7934876084327698,Ivanka Trump or Kate Middleton – who wore the Lotus Lady dress better?
123,POSITIVE,0.8098320960998535,"The 28-year-old English actor was born and raised in London to Geoffrey and Lora Galitzine. His father, an entrepreneur, descends from The House of Galitzine, one of Russia’s noble families, per Okay Bliss."
124,NEUTRAL,0.48058316111564636,"The actor attended a private school in London called Dulwich College. While he frequently took part in rugby and football matches at school, he also nurtured his interest in acting by becoming a member of a youth theatre company called Pleasance Islington."
125,POSITIVE,0.7458826303482056,"Galitzine landed his first role aged 20 in the 2014 film The Beat Beneath My Feet. Since then, he has been busy with multiple projects but it was his role of Prince Robert in Cinderella alongside Camila Cabello that established Galitzine as a Hollywood heartthrob."
126,POSITIVE,0.9741568565368652,"Not only did Galitzine woo audiences with his effortless charm, but he also sang multiple songs for the musical’s soundtrack."
127,POSITIVE,0.8927751183509827,"Fans are excited to see how Galitzine will portray Prince Henry in Red, White, & Royal Blue but there doesn’t seem to be much to worry about as the actor has a number of credentials."
128,NEUTRAL,0.6528829336166382,"In fact, Amazon Prime Video has already announced the actor’s casting in another upcoming film, The Idea of You, alongside actress Anne Hathaway. He’s also starring in queer comedy Bottoms, out in theatres next month."
129,NEUTRAL,0.6847717761993408,"Earlier this month, it was announced that Galitzine would be expanding his already impressive resume with a Fendi endorsement."
130,POSITIVE,0.7543816566467285,"While a number of legacy fashion houses are tapping into the Asian entertainment industries for ambassadors, Fendi went with Galitzine as its first ever global menswear ambassador, per Flaunt."
131,POSITIVE,0.9296338558197021,"“To create history with such an iconic brand is something I’ll remember for the rest of my career. Thank you to @fendi for welcoming me into such an elegant family,” said Galitzine in an Instagram post."
132,POSITIVE,0.8947091698646545,"The actor has previously lent his voice to film soundtracks and shared several clips of him singing and playing instruments on his Instagram account – then in 2022, he released his very first single “Comfort”."
133,POSITIVE,0.926423966884613,"With his natural charm, several lead roles under his belt, lucrative endorsements and the possibility of a musical career, Galitzine is well on his way to becoming a true Hollywood star."
134,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
135,POSITIVE,0.8809903860092163,"Adapted from Casey McQuiston’s bestselling novel, the upcoming queer romcom Red, White & Royal Blue is already firing up social media."
136,NEUTRAL,0.6064221858978271,"The centres on the push/pull romance between Alex Claremont-Diaz – the stubborn and impulsive son of the American president – and Prince Henry of England. Dropping on Amazon Prime on August 11, the movie has already been rated-R by the Motion Picture Association of America so fans can expect to see some electric chemistry on-screen."
137,POSITIVE,0.8419451713562012,"While the cast includes seasoned actors such as Uma Thurman and Stephen Fry, all attention will be on the men of the hour – Taylor Zakhar Perez and Nicholas Galitzine. Perez in particular has turned heads after arriving shirtless at the 2024 Prada menswear fashion show in Milan."
138,POSITIVE,0.9075261354446411,The Chicago native is best known for his role as Marco in the The Kissing Booth films.
139,POSITIVE,0.842033863067627,"It might surprise you to learn that Perez has enjoyed much longer screen history. In fact, eagle-eyed fans have already noticed that the 31-year-old actor made a brief appearance on as Keith on Nickelodeon’s iCarly."
140,NEUTRAL,0.57501620054245,"Perez, who is of Middle Eastern, Mediterranean and Mexican descent, is not afraid to rock bold looks. His Instagram is full of snapshots of his stylish outfits, whether it’s on the red carpet or a casual stroll through the streets of Paris."
141,NEUTRAL,0.5409564971923828,"Most recently, Perez made a daring move of arriving at the Prada fashion show in Milan wearing nothing but a pair of green pants. A video of him circulated on Twitter, which shows the actor exiting his car half-naked and then proceeding to cover himself up with a black jacket."
142,POSITIVE,0.7207733392715454,"One look at Perez’s social media will tell you that he likes to stay active. The actor has a chiselled figure and according to his Instagram posts, he seems to maintain it with the help of sporty hobbies such as cycling, hiking, surfing and even gardening."
143,POSITIVE,0.7169332504272461,But Perez also has an artistic side to him. The Kissing Booth actor had to master the guitar and singing for his role as Marco in the film and it seems he has continued to brush up on his musical skills even after the film.
144,POSITIVE,0.9307029247283936,"With Perez playing the bisexual Alex Claremont-Diaz in Red, White & Royal Blue, fans have been busy speculating about the actor’s sexuality, especially after seeing his off-screen chemistry with co-star Nicholas Galitzine."
145,POSITIVE,0.8274698257446289,"In an interview with Canadian lifestyle magazine Sharp, Perez expressed that he wanted to use his platform to fight for the rights of people of colour, the transgender and the LGBTQ community."
146,NEUTRAL,0.4666711390018463,"In the past, Perez has also used his platform to speak out on multiple social issues such as Black Lives Matter, women’s rights, as well as Asian hate crimes."
147,NEUTRAL,0.6655685901641846,"Want more stories like this? Follow Style on Facebook, Instagram and YouTube."
148,NEUTRAL,0.41826823353767395,The US Supreme Court on Friday made two high-profile controversial decisions amid its most important rulings of the year.
149,POSITIVE,0.79294753074646,"In a blow to LGBT rights, the justices ruled that the constitutional right to free speech allows certain businesses to refuse to provide services for same-sex weddings, ruling in favour of a web designer who cited her Christian beliefs in challenging a Colorado anti-discrimination law."
150,NEGATIVE,0.24521003663539886,"On the same day, the court handed US President Joe Biden a painful defeat, blocking his plan to cancel US$430 billion in student loan debt – a move that had been intended to benefit up to 43 million Americans and fulfil a campaign promise."
151,POSITIVE,0.7948920130729675,"A tweet by Chinese consul general in Osaka Xue Jian earlier this week in which he described transgender people as being “deformed” has stirred controversy, with some commenting the post is discriminatory against sexual minorities."
152,NEUTRAL,0.4595015048980713,The consul general also said “the absolute minority is effectively forcing us – the absolute majority” and claimed it goes against the basics of majority-rules democracy that the West has long advocated.
153,NEUTRAL,0.6269888877868652,"For years before my recent trip to Chengdu, friends from the mainland had told me that the Sichuan capital was also known colloquially as China’s “ gay capital”."
154,NEUTRAL,0.48586124181747437,"During my five days in the city, I saw plenty of hand-holding gay couples out in public, more than I would in Hong Kong. They could have easily gone unnoticed, given the lack of stares in a locality that was refreshingly unbothered."
155,NEUTRAL,0.6366918683052063,"Unlike Britain’s own unofficial “gay capital” of Brighton, Chengdu does not boast extravagant displays of rainbow-themed decorations or an overblown above-ground gay scene. The locals are quite aware that their gay bars and clubs attract people from across the country, and those of different sexual preferences live their lives quite harmoniously without those matters being dramatised."
156,POSITIVE,0.8780799508094788,Michael Wong’s eldest daughter Kayla has been enjoying the Cali life lately.
157,POSITIVE,0.9234316349029541,"Swapping out the neon lights and towering skyscrapers of her hometown of Hong Kong, her new beachside marital crib in Venice, Los Angeles, is the envy of many, and her latest posts showcase just how gorgeous it is inside too."
158,NEGATIVE,0.3665688931941986,"But it didn’t come cheap. According to 8 Days, the minimalist mansion cost a whopping US$6.1 million."
159,NEGATIVE,0.2573517858982086,"Kayla, 30, reportedly moved to the US after tying the knot with her photographer wife Elaine Chen-Fernandez last year."
160,POSITIVE,0.8676542639732361,"Despite being born into fame and fortune, and marrying a property heiress, Kayla isn’t your typical celebrity kid. Beyond her family background, she has cultivated a reputation as one of Hong Kong’s leading LGBTQ+ activists and purpose-driven entrepreneurs."
161,POSITIVE,0.7727788686752319,Here’s what we know about the young creative.
162,POSITIVE,0.9556567668914795,First thing’s first – Kayla Wong is bona fide celebrity royalty after all.
163,POSITIVE,0.8130754828453064,"The daughter of supermodel Janet Ma and acclaimed actor Michael Wong, Kayla was born in Hong Kong and has two siblings, Irisa Shannon and Kadin Miles."
