,posivite_score,bias_score,text
48,0.8468626141548157,0.6937252283096313,He continues to hold commanding poll leads over the rest of the candidates for the Republican presidential nomination in 2024.
49,0.8008012771606445,0.6016025543212891,"If Donald Trump wins a second presidency, the US would resemble the authoritarian regimes of Vladimir Putin’s Russia and Viktor Orbán’s Hungary, a prominent Democratic congressman predicted on Sunday."
50,0.6649234890937805,0.32984697818756104,"During an appearance on MSNBC’s Inside with Jen Psaki, Jamie Raskin invoked the names of some of the globe’s most powerful strongmen political leaders to characterize the threat posed by Trump’s status as the leading contender for the 2024 Republican presidential nomination despite the mound of legal problems with which he is grappling."
51,0.7914734482765198,0.5829468965530396,"“The role of the government in his view is to advance his political fortunes and destroy his … enemies,” Raskin said of the former president and reality television show host. “So what would a second term look like?"
52,0.2696305215358734,0.4607389569282532,"Raskin said another turn in the Oval Office for Trump would thrust the US “into a completely different form of government than any of us would recognize as continuous with the past”, one that instead would feel more familiar in Xi Jingping’s China or in Jair Bolsonaro’s Brazil before the latter man was voted out of office last year and then barred by his country’s courts from running for re-election due to abuses of power."
53,0.4361132979393005,0.12777340412139904,The Maryland congressman’s dramatic admonition to Psaki came days after Trump went on Univision and suggested he would use federal investigators and prosecutors to pursue his enemies if he scores a victory in next year’s presidential election.
54,0.3600999712944031,0.27980005741119385,"On Saturday, Trump promised in a speech to “root out the communists, Marxists, fascists and radical left thugs that live like vermin” in the US. Many commentators noted how the term “vermin” echoed antisemitic rhetoric that the Nazis frequently employed to dehumanize Jews as they murdered 6 million of them during the Holocaust."
55,0.7236918210983276,0.4473836421966553,"Meanwhile, the New York Times reported on Saturday that Trump – who routinely speaks fawningly of Putin and other autocratic world leaders – is “planning an extreme expansion” of the immigration crackdown that the Republican oversaw during the presidential term he won in 2016."
56,0.6304804682731628,0.2609609365463257,"The plan reportedly envisions sweeping raids to round up undocumented people in the US before detaining them en masse in sprawling camps while they await deportation. Among other measures, it also calls for a revival of his first-term ban against travelers from predominantly Muslim countries."
57,0.2614076137542724,0.4771847724914552,"Raskin served on the US House committee which investigated the deadly Capitol attack staged by Trump’s supporters on 6 January 2021, weeks after he lost the presidency to his Democratic rival Joe Biden."
58,0.5752924084663391,0.15058481693267822,"After a series of televised hearings last year, the committee recommended that the justice department file criminal charges against Trump. And since March, a combination of federal and state prosecutors have obtained more than 90 criminal charges in four separate, pending indictments against Trump accusing him of election subversion, retention of government secrets and illicit hush-money payments to a porn actor."
59,0.6339063048362732,0.2678126096725464,He has also faced civil lawsuits over his business affairs and a rape allegation which a judge deemed “substantially true”.
60,0.5525376796722412,0.10507535934448242,"Trump has denied all wrongdoing and sought to portray himself as a victim of political persecution. Nonetheless, he has held commanding polling leads in the contest for the 2024 Republican White House nomination. And there is a consensus among experts that a rematch between him and Biden would be very close."
61,0.9424600601196288,0.8849201202392576,"The Republican National Committee chairwoman, Ronna McDaniel, on Sunday said her organization was ready to support and embrace Trump as its candidate if he clinches the party’s nomination."
62,0.9217675924301147,0.8435351848602295,"We’re back, and already Donald Trump Jr is back to talking about the Trump Organization’s properties. Now he’s talking about the Trump international golf course in Palm Beach."
63,0.5335661172866821,0.06713223457336426,"“That is the artistry that comes to fruition over and over. He took raw swampland that no one for decades had ever seen value you and turned it into … one of the finest golf clubs in the world,” he said."
64,0.9189274907112122,0.8378549814224243,Trump lawyer Clifford Robert certainly came up with his line of questioning with plenty of praises in mind.
65,0.5885971784591675,0.17719435691833496,"Much of the hours-long testimony was spent going through a presentation of the history of the Trump Organization and its property portfolio. Trump Jr showered praise on the company and his father, painting a picture of a successful real estate mogul who turned decrepit properties into luxury real estate holdings."
66,0.4832118451595306,0.03357630968093883,Trump Jr described his father as an “artist” who used his real estate company as his creative canvas. Trump Sr was able to find “sexiness within a real estate project”.
67,0.6912740468978882,0.38254809379577637,"Prosecutors voiced multiple objections throughout the testimony, but judge Arthur Engoron ultimately said because there’s no jury “I’ll allow some leeway here,” and allowed Trump Jr ramble on about the company."
68,0.5603410005569458,0.1206820011138916,"Cross-examination lasted around five minutes, where prosecutors offered a brief reality check for the court, pointing out that the Trump Organization had a loan for 40 Wall Street transferred to a loan servicer and that the owner of the Trump Hotel in Waikiki is paying to remove the Trump name from the hotel."
69,0.9575211405754088,0.9150422811508176,We are closing this blog for the day. Thanks for reading.
70,0.7982883453369141,0.5965766906738281,"On his way out of court, Donald Trump Jr made brief comments to the cameras outside, briefly railing against attorney general Letitia James."
71,0.5226929187774658,0.04538583755493164,"Meanwhile in the courtroom, Sheri Dillon, who was a tax lawyer for the Trump Organization and helped the company with appraisals, is back on the witness stand. She was last on the stand October 27."
72,0.5809119939804077,0.16182398796081543,"“It’s like a reunion,” judge Arthur Engoron joked when Dillon took the stand."
73,0.4400588572025299,0.11988228559494019,Cross-examination of Donald Trump Jr ended in about five minutes. Prosecutors largely used the cross-examination as a time to voice a few reality checks about the hours-long Trump property presentation that was shown to the courtroom.
74,0.4040372669696808,0.19192546606063843,"Trump Jr said that the occupancy of 40 Wall Street is at 90%, but prosecutor Colleen Faherty pulled up a document that said that the tower was at 77% occupancy."
75,0.3466051816940307,0.3067896366119386,The document she pulled up was the transfer of a loan for 40 Wall Street going to a special servicer after being put on a watch list as “cost and vacancies increased”.
76,0.5670864582061768,0.13417291641235352,"“Does this refresh your recollection,” Faherty asked Trump Jr."
77,0.5504867434501648,0.10097348690032959,"“Nope,” he responded, looking at the agreement."
78,0.6936331391334534,0.38726627826690674,"Trump lawyer Christopher Kise objected to the document over “relevance”, causing judge Arthur Engoron to throw up his hands."
79,0.8516845107078552,0.7033690214157104,"“You’re going to question the relevance of this after a whole morning of ‘relevance’?” Engoron said, referring to the defense’s lengthy real estate presentation."
80,0.6135828495025635,0.22716569900512695,"Faherty then asked Trump Jr about the Trump Hotel in Waikiki, which is managed and operated by a separate company that paid to use the Trump name."
81,0.3426810204982757,0.3146379590034486,"“If they want to buy it out for millions of dollars, I’m okay with it,” Trump Jr responded."
82,0.5392577052116394,0.07851541042327881,Faherty quickly said prosecutors had no more questions and ended cross examination.
83,0.6717355251312256,0.34347105026245117,Prosecutor Colleen Faherty is already digging into Donald Trump Jr. She pulled up a picture from the presentation of Trump’s golf course in Los Angeles.
84,0.788173496723175,0.5763469934463501,"“You testified this course is right on the Pacific Ocean, is that correct?” Faherty asked. Trump confirmed."
85,0.4434185028076172,0.11316299438476562,“Didn’t the 18th hole literally fall into the ocean?” she asked. Trump Jr mumbled a response.
86,0.7866389751434326,0.5732779502868652,"Trump lawyer Clifford Roberts just finished his questioning. The last question he asked Donald Trump Jr was about the future prospects of the Trump Organization. """
87,0.697581946849823,0.395163893699646,"“Depends on what happens in November,” Trump Jr said, noting that they will be “sued to oblivion for the forseeable future but they will “do what we need to do”."
88,0.5968658328056335,0.1937316656112671,Cross-examination is starting.
89,0.759851336479187,0.519702672958374,"There have been many moments during Donald Trump Jr’s testimony so far that has felt like he has been giving the courtroom – and judge Arthur Engoron, a marketing presentation."
90,0.5347219705581665,0.06944394111633301,"Talking about the Albemarle Estate at Trump Winery, Trump’s hotel in Charlottesville, Virginia, Trump Jr tried to mention a bit of US history."
91,0.4203457534313202,0.15930849313735962,A picture showed the asset with what appeared to be a hill overhead. Trump pointed out that over that hill is “where Jefferson escaped to during the Revolutionary War”.
92,0.7460159063339233,0.4920318126678467,"“Very cool history there,” Trump Jr said, turning to Engoron, who kept a neutral expression."
93,0.7399530410766602,0.4799060821533203,"A promotional video of Trump Links at Ferry Point in the Bronx was just shown, a bizarre moment when music reminiscent of a Home Depot ad started playing over speakers in the courtroom."
94,0.8567732572555542,0.7135465145111084,"“That’s how Trump likes to do thing, ahead of schedule,” Eric Trump said in the video, which also featured Donald Trump Jr."
95,0.842965304851532,0.685930609703064,"We’re back from lunch and buckle up, we finally made it to 2014 in the slideshow put on by Trump’s defense team, a timeline of Trump Organization’s property portfolios."
96,0.8058464527130127,0.6116929054260254,"Some oversaturated pictures of the golf course are being shown to the courtroom: a lighthouse in sunset, the bright green of the turf, a blue cloudy sky – quite a contrast to the dimmed lighting in the courtroom."
97,0.6510821580886841,0.30216431617736816,"Forbes’ Dan Alexander did a quick fact check on the slideshow that Trump’s defense team has been using during Donald Trump Jr’s testimony. It appears the slideshow inaccurately said the building is 72 stories, though it’s actually 63 stories."
98,0.5453845858573914,0.09076917171478271,"It also said that the building is “directly” across from the New York Stock Exchange, which is inaccurate – it’s around the corner from the stock exchange."
99,0.5156607031822205,0.03132140636444092,"Trump Jr has been flying through the Trump Organization’s various properties, trying to establish his father as a “genius” real estate mogul."
100,0.8495523929595947,0.6991047859191895,"There was a brief back-and-forth with judge Arthur Engoron and prosecutors, who were objecting to the use of a valuation from Newmark real estate group that valued the Trump Doral golf course in Miami at $1.3bn in 2022."
101,0.4547394514083862,0.09052109718322765,Prosecutors argued that the presentation was hearsay and was outside the period of the case. Engoron said: “It’s completely irrelevant but there’s no jury here”.
102,0.3348726332187652,0.3302547335624696,"It’s clear that prosecutors are losing patience with Trump Jr’s testimony, but Engoron is maintaining that the Trump team wants this all on the record – even if it doesn’t necessarily help with their case – so he’ll let them get it on the record."
103,0.4091298878192901,0.1817402243614198,And we’re on for lunch break! Court will be back in session at 2.15pm.
104,0.4946323335170746,0.01073533296585083,Can confirm this is the vibe in the courtroom for the last hour and a half.
105,0.1097303852438926,0.7805392295122148,"I kinda feel like Don Jr. is not so much testifying in his own defense, but rather is trying to sell me a condo."
106,0.3829534351825714,0.23409312963485718,We’re still in the middle of Donald Trump Jr talking about Trump Organization properties developed in the late-2000s.
107,0.8343074917793274,0.6686149835586548,"Trump Jr has been speaking highly of the properties and frequently lavishing praise on them, saying certain buildings are among the “tallest” in their cities and that the properties are seen as the “best” by experts."
108,0.9157329201698304,0.8314658403396609,Prosecutors objected Trump Jr referring to praise from other people and the other accolades he is constantly mentioning.
109,0.4895816147327423,0.02083677053451538,"“I’m not speculating, these are things that actually happened,” Trump Jr said, turning toward judge Arthur Engoron."
110,0.9066539406776428,0.8133078813552856,"We are well into over two hours with Donald Trump Jr on the stand, and the bulk of his testimony so far has been him talking about the Trump Organization’s real estate portfolio, in the style of a marketing presentation."
111,0.7876760363578796,0.5753520727157593,"Each slide contains a picture of a property, sometimes a ballroom or a golf course. Sometimes a picture of a Trump executives will appear."
112,0.637390673160553,0.27478134632110596,"“I won’t comment on that picture, I will refrain,” he said when a picture of Eric Trump came up on the slide. “A lot of Photoshop,” he joked."
113,0.6575384140014648,0.3150768280029297,A picture of Trump lawyer Alina Habba at a UFC match over the weekend is making the rounds as Habba is clearly wearing a “FJB” necklace and is holding up a clutch bedazzled with “Maga”.
114,0.1299858093261718,0.7400283813476565,It seems like Habba left those accessories at home today.
115,0.8856444358825684,0.7712888717651367,New York Jets owner Woody Johnson and Trump lawyer Alina Habba at the UFC match.
116,0.5006538033485413,0.0013076066970825195,"It seems like Donald Trump Jr is trying to use a different vocabulary than his father, who often invokes the word “beautiful” to describe his various properties."
117,0.9217675924301147,0.8435351848602295,"We’re back, and already Donald Trump Jr is back to talking about the Trump Organization’s properties. Now he’s talking about the Trump international golf course in Palm Beach."
118,0.5335661172866821,0.06713223457336426,"“That is the artistry that comes to fruition over and over. He took raw swampland that no one for decades had ever seen value you and turned it into … one of the finest golf clubs in the world,” he said."
119,0.9189274907112122,0.8378549814224243,Trump lawyer Clifford Robert certainly came up with his line of questioning with plenty of praises in mind.
120,0.9028744101524352,0.8057488203048704,"“This additional to detail, how would you describe this in terms of the other holes in the course?” Roberts asked, when asking Trump Jr about details in the Palm Beach golf course."
121,0.6437993049621582,0.2875986099243164,"“He just sees that other people don’t,” Trump Jr said."
122,0.692264199256897,0.38452839851379395,Donald Trump Jr said that his father was “on the leading edge of creativity” when Trump came up with the concept of the condominium hotel.
123,0.576878547668457,0.15375709533691406,"“A buyer can own a one-bedroom hotel,” Trump Jr explained on the stand, occasionally turning toward to a stone-faced Judge Arthur Engoron, a dramatic picture of the Trump hotel in New York City displayed for the courtroom. “When they’re not there, it’s generating income from them."
124,0.6903641819953918,0.3807283639907837,Engoron overruled a standing objection from prosecutors over Trump Jr talking so extensively about the history and portfolio of the company. Trump Jr has been talking about the properties for nearly an hour.
125,0.5214772820472717,0.04295456409454346,We’re on a 15-minute break.
126,0.5769333243370056,0.15386664867401123,"If you need a refresher of Donald Trump Jr’s testimony earlier this month, it was a lot of light-hearted jokes and “I don’t recall”."
127,0.6249972581863403,0.24999451637268066,"At one point, prosecutors pulled up an email from a Forbes reporter to the Trump Organization that included questions about the actual size of Trump’s triplex penthouse apartment in Trump Tower. Trump told the magazine that the unit was 33,000 sq ft, but documents had shown it was closer to 11,000 sq ft."
128,0.8024080395698547,0.6048160791397095,"“Insane amount of stuff there in regards to the Forbes inquiry,” Donald Jr wrote to other Trump Organization executives in response to the inquiry."
129,0.7672880291938782,0.5345760583877563,"When asked whether the Trump Organization conducted their own investigation into the matter after Forbes inquiry, Trump Jr said the organization received “hundreds” of questions from the magazine."
130,0.4440414905548095,0.11191701889038097,"Given that he’s kicking off the defense’s case, Trump Jr will probably appear to remember a lot more this time around, though on cross-examination, he will likely maintain that he was removed from the case’s financial statements."
131,0.4520407915115356,0.09591841697692882,Fox News is being sued by a former Capitol Hill reporter who accuses the network of discriminating and retaliating against him because he refused to appease Donald Trump and the former president’s supporters by propagating lies about the “stolen” 2020 election.
132,0.1708280891180038,0.6583438217639924,"Jason Donner, who worked for Fox News for 12 years as a Capitol Hill reporter and producer, accuses the network of firing him because he spoke out against the coverage of Trump’s stolen election lie and the storming of the Capitol building on 6 January 2021. He was the victim of a wider purge of the newsroom, the lawsuit claims, designed to hold up the network’s ratings by playing along with election denial."
133,0.4839049279689789,0.032190144062042236,"The suit, which is being heard by a federal court in Washington DC, gives a vivid account of Donner’s experiences during the January 6 insurrection. Once rioters had entered the Capitol building, he sheltered along with other reporters in the news booths connected to the Senate."
134,0.2877389788627624,0.4245220422744752,"The suit claims that after Fox News became the first media outlet to call Arizona for Joe Biden shortly before midnight on election night in 2020, the network faced a furious backlash from Trump and his supporters. Ratings suffered."
135,0.4079982936382293,0.18400341272354137,"“To win back viewership and pledge its loyalty to President Trump, Fox’s corporate leadership purged the news division and those reporters who spoke out against claims of election fraud,” it states."
136,0.4802591204643249,0.03948175907135021,"Donner also objected to the conspiracy theories being touted by Fox’s star host at the time, Tucker Carlson, who has since been fired. Donner particularly objected to Carlson’s Fox Nation program, Patriot Purge, but was told by a manager, the suit says, that there was “nothing they could do because Tucker has gotten bigger than the network”."
137,0.2005863189697265,0.598827362060547,"The former Fox News reporter claims that retaliation against him began in the spring of 2022. “It became evident to Donner he was now being targeted for speaking out against the false reporting on the election and the January 6 insurrection,” the lawsuit contends."
138,0.1817925423383712,0.6364149153232577,Donner was fired on 28 September 2022 on what he claims were pretextual grounds related to the sick day he had taken two days previously having fallen ill after a Covid-19 vaccination.
139,0.5449762344360352,0.08995246887207031,"The new suit is one of a spate of litigation that Fox is fielding relating to its handling of the stolen election lie. In April, the company settled with the voting equipment company Dominion for $787.5m in a defamation suit over false allegations about the firm’s involvement in “rigging” the 2020 election."
140,0.8315887451171875,0.663177490234375,"A similar $2.7bn suit from another voting machine company, Smartmatic, is ongoing."
141,0.121473804116249,0.757052391767502,"Maryanne Trump Barry, a retired US federal judge and older sister of the former president Donald Trump, has died. She was 86."
142,0.1206832230091095,0.758633553981781,Multiple news outlets said Barry died at her home on the Upper East Side in New York City. A person familiar with the matter told the New York Times that Barry was found early on Monday morning. Her cause of death was unknown.
143,0.6275253295898438,0.2550506591796875,"The eldest daughter of prominent New York property developer Fred Trump and Mary Anne MacLeod Trump, Barry became an assistant US attorney in 1974 before being appointed to the US district court for New Jersey by Ronald Reagan in 1983. Her appointment to the federal bench, the Times said, was aided by Donald Trump’s then “fixer, the lawyer Roy M Cohn”. In 1999, Barry was appointed to the US court of appeals for the third circuit by Bill Clinton."
144,0.668464720249176,0.33692944049835205,"In 2018, while Donald Trump was in the White House, a New York Times investigation of his tax affairs, aided by Mary L Trump, the president’s niece who had become alienated from the family, prompted a formal complaint over whether Barry engaged in tax schemes in the 1990s."
145,0.4697823226451874,0.060435354709625244,"The Times report claimed that Barry, who allegedly benefited financially, was able to use her position of power to benefit her family."
146,0.5769887566566467,0.15397751331329346,Barry retired from the federal bench in 2019.
147,0.5227736234664917,0.0455472469329834,"She was long said to be close to her younger brother, but his rise to power and chaotic White House term seemed to change the relationship."
148,0.74224853515625,0.4844970703125,"In 2020, Mary Trump released recordings in which her aunt could be heard criticising the then president."
149,0.7404323816299438,0.4808647632598877,"Barry was married to the late John Barry, a trial and appellate lawyer."
150,0.1294339895248413,0.7411320209503174,"Fred Trump Jr, the oldest of Donald Trump’s siblings and father to Mary L Trump, died in 1981, aged 42."
151,0.0859660729765892,0.8280678540468216,"Robert Trump, a younger brother of the former president, died in 2020 aged 71. His funeral was held at the White House."
152,0.1200175136327743,0.7599649727344514,"Donald Trump’s first wife, Ivana Trump, died aged 73 at her home in New York City last year. She is buried at Bedminster, the former president’s golf club in New Jersey."
153,0.4908892512321472,0.018221497535705566,"Donald Trump, 77, is the clear frontrunner for the Republican presidential nomination next year, despite facing 91 criminal charges and assorted civil threats."
154,0.4750809967517853,0.04983800649642944,Representatives for Trump did not immediately respond to a request for comment.
155,0.7589954733848572,0.5179909467697144,"n his new book, Jonathan Karl captures Donald Trump gloating. “She said she could never get crowds like that,” the former US president turned de facto Republican presidential nominee is quoted as saying, after a conversation with Angela Merkel, then chancellor of Germany."
156,0.4444184601306915,0.11116307973861705,"One Republican congressman, Karl notes, was left wondering whether Trump understood that Merkel was alluding to Adolf Hitler."
157,0.5813607573509216,0.16272151470184326,"Asking: “Which would be more unsettling: that he didn’t or that he did?”, Karl leaves the reader to judge."
